cell_id,lat,lon,elevation_m,slope_deg,rain_1h,rain_3h,rain_6h,rain_24h,rain_72h,rain_intensity,rain_acceleration,soil_moisture_surface,soil_saturation_index,antecedent_rain_48h,flood_event
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.593,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.594,0.0,0
25,26.23,91.76,196.0,11.8,0.1,0.22,0.33,0.4,0.72,0.1,0.03,0.467,0.972,0.39,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.93,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.899,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.871,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407,0.847,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0.829,0.0,0
25,26.23,91.76,196.0,11.8,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.387,0.807,0.03,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.784,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,0.763,0.0,0
25,26.23,91.76,196.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.736,0.0,0
26,26.23,91.85,204.0,12.600000000000001,5.7,12.54,18.81,47.2,84.96,5.7,1.52,0.505,1.0,66.15,1
26,26.23,91.85,204.0,12.600000000000001,14.5,31.9,47.85,53.3,95.94,14.5,3.87,0.513,1.0,48.09,1
26,26.23,91.85,204.0,12.600000000000001,29.7,65.34,98.01,89.6,161.28,29.7,7.92,0.511,1.0,63.27,1
26,26.23,91.85,204.0,12.600000000000001,10.3,22.66,33.99,56.9,102.42,10.3,2.75,0.513,1.0,68.43,1
26,26.23,91.85,204.0,12.600000000000001,1.3,2.86,4.29,5.8,10.44,1.3,0.35,0.506,1.0,6.15,1
26,26.23,91.85,204.0,12.600000000000001,14.9,32.78,49.17,50.1,90.18,14.9,3.97,0.507,1.0,41.01,1
26,26.23,91.85,204.0,12.600000000000001,7.1,15.62,23.43,36.3,65.34,7.1,1.89,0.505,1.0,41.91,1
26,26.23,91.85,204.0,12.600000000000001,4.8,10.56,15.84,19.9,35.82,4.8,1.28,0.504,1.0,19.98,1
26,26.23,91.85,204.0,12.600000000000001,3.6,7.92,11.88,7.4,13.32,3.6,0.96,0.496,1.0,1.44,1
26,26.23,91.85,204.0,12.600000000000001,1.2,2.64,3.96,3.0,5.4,1.2,0.32,0.494,1.0,1.44,1
26,26.23,91.85,204.0,12.600000000000001,3.1,6.82,10.23,11.4,20.52,3.1,0.83,0.493,1.0,10.29,1
26,26.23,91.85,204.0,12.600000000000001,5.0,11.0,16.5,27.0,48.6,5.0,1.33,0.507,1.0,32.1,1
26,26.23,91.85,204.0,12.600000000000001,8.2,18.04,27.06,17.1,30.78,8.2,2.19,0.497,1.0,3.72,1
26,26.23,91.85,204.0,12.600000000000001,12.1,26.62,39.93,25.7,46.26,12.1,3.23,0.499,1.0,6.33,1
26,26.23,91.85,204.0,12.600000000000001,3.4,7.48,11.22,7.3,13.14,3.4,0.91,0.503,1.0,1.92,1
26,26.23,91.85,204.0,12.600000000000001,1.1,2.42,3.63,6.9,12.42,1.1,0.29,0.498,1.0,8.79,1
26,26.23,91.85,204.0,12.600000000000001,10.8,23.76,35.64,23.0,41.4,10.8,2.88,0.501,1.0,5.76,1
26,26.23,91.85,204.0,12.600000000000001,4.8,10.56,15.84,16.9,30.42,4.8,1.28,0.5,1.0,14.58,1
26,26.23,91.85,204.0,12.600000000000001,7.1,15.62,23.43,31.4,56.52,7.1,1.89,0.505,1.0,33.09,1
26,26.23,91.85,204.0,12.600000000000001,11.6,25.52,38.28,44.1,79.38,11.6,3.09,0.508,1.0,41.1,1
26,26.23,91.85,204.0,12.600000000000001,6.3,13.86,20.79,69.5,125.1,6.3,1.68,0.514,1.0,104.31,1
26,26.23,91.85,204.0,12.600000000000001,8.2,18.04,27.06,44.6,80.28,8.2,2.19,0.51,1.0,53.22,1
26,26.23,91.85,204.0,12.600000000000001,8.5,18.7,28.05,24.0,43.2,8.5,2.27,0.503,1.0,15.15,1
26,26.23,91.85,204.0,12.600000000000001,3.9,8.58,12.87,16.2,29.16,3.9,1.04,0.505,1.0,16.29,1
26,26.23,91.85,204.0,12.600000000000001,5.2,11.44,17.16,22.4,40.32,5.2,1.39,0.503,1.0,23.16,1
26,26.23,91.85,204.0,12.600000000000001,4.2,9.24,13.86,10.5,18.9,4.2,1.12,0.492,1.0,5.04,1
26,26.23,91.85,204.0,12.600000000000001,6.1,13.42,20.13,17.9,32.22,6.1,1.63,0.497,1.0,12.09,1
26,26.23,91.85,204.0,12.600000000000001,3.2,7.04,10.56,12.4,22.32,3.2,0.85,0.504,1.0,11.76,1
26,26.23,91.85,204.0,12.600000000000001,7.1,15.62,23.43,29.3,52.74,7.1,1.89,0.509,1.0,29.31,1
26,26.23,91.85,204.0,12.600000000000001,4.6,10.12,15.18,44.8,80.64,4.6,1.23,0.511,1.0,65.46,1
26,26.23,91.85,204.0,12.600000000000001,22.9,50.38,75.57,96.0,172.8,22.9,6.11,0.513,1.0,97.23,1
26,26.23,91.85,204.0,12.600000000000001,23.4,51.48,77.22,89.3,160.74,23.4,6.24,0.512,1.0,83.52,1
26,26.23,91.85,204.0,12.600000000000001,11.9,26.18,39.27,37.5,67.5,11.9,3.17,0.506,1.0,28.23,1
26,26.23,91.85,204.0,12.600000000000001,6.9,15.18,22.77,18.0,32.4,6.9,1.84,0.504,1.0,9.63,1
26,26.23,91.85,204.0,12.600000000000001,4.5,9.9,14.85,8.7,15.66,4.5,1.2,0.5,1.0,0.81,1
26,26.23,91.85,204.0,12.600000000000001,5.8,12.76,19.14,9.3,16.74,5.8,1.55,0.497,1.0,0.0,1
26,26.23,91.85,204.0,12.600000000000001,0.3,0.66,0.99,2.2,3.96,0.3,0.08,0.476,0.991,2.97,1
26,26.23,91.85,204.0,12.600000000000001,3.0,6.6,9.9,5.7,10.26,3.0,0.8,0.482,1.0,0.36,1
26,26.23,91.85,204.0,12.600000000000001,10.9,23.98,35.97,30.4,54.72,10.9,2.91,0.496,1.0,18.75,1
26,26.23,91.85,204.0,12.600000000000001,2.7,5.94,8.91,4.0,7.2,2.7,0.72,0.498,1.0,0.0,1
26,26.23,91.85,204.0,12.600000000000001,1.6,3.52,5.28,3.5,6.3,1.6,0.43,0.493,1.0,1.02,1
26,26.23,91.85,204.0,12.600000000000001,2.0,4.4,6.6,8.7,15.66,2.0,0.53,0.495,1.0,9.06,1
26,26.23,91.85,204.0,12.600000000000001,2.9,6.38,9.57,12.6,22.68,2.9,0.77,0.506,1.0,13.11,1
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.497,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.476,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.472,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.458,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.3,0.66,0.99,0.3,0.54,0.3,0.08,0.216,0.45,0.0,0
26,26.23,91.85,204.0,12.600000000000001,2.6,5.72,8.58,2.8,5.04,2.6,0.69,0.226,0.471,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.457,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.44,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.434,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.44,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.3,0.66,0.99,0.5,0.9,0.3,0.08,0.468,0.976,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.938,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,0.915,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.893,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.875,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.864,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.849,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.831,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391,0.814,0.0,0
26,26.23,91.85,204.0,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.792,0.0,0
27,26.23,91.94,212.0,13.400000000000002,10.0,22.0,33.0,53.5,96.3,10.0,2.67,0.507,1.0,63.3,1
27,26.23,91.94,212.0,13.400000000000002,6.1,13.42,20.13,38.3,68.94,6.1,1.63,0.512,1.0,48.81,1
27,26.23,91.94,212.0,13.400000000000002,21.4,47.08,70.62,69.0,124.2,21.4,5.71,0.51,1.0,53.58,1
27,26.23,91.94,212.0,13.400000000000002,7.6,16.72,25.08,49.8,89.64,7.6,2.03,0.512,1.0,64.56,1
27,26.23,91.94,212.0,13.400000000000002,2.1,4.62,6.93,10.4,18.72,2.1,0.56,0.503,1.0,11.79,1
27,26.23,91.94,212.0,13.400000000000002,11.2,24.64,36.96,29.4,52.92,11.2,2.99,0.505,1.0,15.96,1
27,26.23,91.94,212.0,13.400000000000002,7.0,15.4,23.1,26.8,48.24,7.0,1.87,0.506,1.0,25.14,1
27,26.23,91.94,212.0,13.400000000000002,6.4,14.08,21.12,28.6,51.48,6.4,1.71,0.503,1.0,30.36,1
27,26.23,91.94,212.0,13.400000000000002,4.0,8.8,13.2,12.3,22.14,4.0,1.07,0.5,1.0,8.94,1
27,26.23,91.94,212.0,13.400000000000002,1.1,2.42,3.63,2.6,4.68,1.1,0.29,0.494,1.0,1.05,1
27,26.23,91.94,212.0,13.400000000000002,7.1,15.62,23.43,17.4,31.32,7.1,1.89,0.493,1.0,7.89,1
27,26.23,91.94,212.0,13.400000000000002,5.1,11.22,16.83,27.8,50.04,5.1,1.36,0.507,1.0,33.21,1
27,26.23,91.94,212.0,13.400000000000002,7.3,16.06,24.09,13.2,23.76,7.3,1.95,0.494,1.0,0.0,1
27,26.23,91.94,212.0,13.400000000000002,10.4,22.88,34.32,29.4,52.92,10.4,2.77,0.504,1.0,18.6,1
27,26.23,91.94,212.0,13.400000000000002,2.0,4.4,6.6,5.9,10.62,2.0,0.53,0.501,1.0,4.02,1
27,26.23,91.94,212.0,13.400000000000002,2.4,5.28,7.92,7.0,12.6,2.4,0.64,0.497,1.0,4.68,1
27,26.23,91.94,212.0,13.400000000000002,7.7,16.94,25.41,16.7,30.06,7.7,2.05,0.503,1.0,4.65,1
27,26.23,91.94,212.0,13.400000000000002,4.4,9.68,14.52,15.9,28.62,4.4,1.17,0.501,1.0,14.1,1
27,26.23,91.94,212.0,13.400000000000002,7.0,15.4,23.1,24.4,43.92,7.0,1.87,0.503,1.0,20.82,1
27,26.23,91.94,212.0,13.400000000000002,7.5,16.5,24.75,42.5,76.5,7.5,2.0,0.505,1.0,51.75,1
27,26.23,91.94,212.0,13.400000000000002,8.3,18.26,27.39,68.5,123.3,8.3,2.21,0.512,1.0,95.91,1
27,26.23,91.94,212.0,13.400000000000002,9.1,20.02,30.03,42.5,76.5,9.1,2.43,0.515,1.0,46.47,1
27,26.23,91.94,212.0,13.400000000000002,6.0,13.2,19.8,19.8,35.64,6.0,1.6,0.503,1.0,15.84,1
27,26.23,91.94,212.0,13.400000000000002,4.2,9.24,13.86,13.6,24.48,4.2,1.12,0.507,1.0,10.62,1
27,26.23,91.94,212.0,13.400000000000002,5.3,11.66,17.49,23.5,42.3,5.3,1.41,0.506,1.0,24.81,1
27,26.23,91.94,212.0,13.400000000000002,5.1,11.22,16.83,12.7,22.86,5.1,1.36,0.496,1.0,6.03,1
27,26.23,91.94,212.0,13.400000000000002,5.9,12.98,19.47,21.3,38.34,5.9,1.57,0.498,1.0,18.87,1
27,26.23,91.94,212.0,13.400000000000002,6.2,13.64,20.46,22.1,39.78,6.2,1.65,0.505,1.0,19.32,1
27,26.23,91.94,212.0,13.400000000000002,8.8,19.36,29.04,33.3,59.94,8.8,2.35,0.512,1.0,30.9,1
27,26.23,91.94,212.0,13.400000000000002,4.5,9.9,14.85,42.1,75.78,4.5,1.2,0.509,1.0,60.93,1
27,26.23,91.94,212.0,13.400000000000002,17.8,39.16,58.74,76.7,138.06,17.8,4.75,0.509,1.0,79.32,1
27,26.23,91.94,212.0,13.400000000000002,28.9,63.58,95.37,107.5,193.5,28.9,7.71,0.509,1.0,98.13,1
27,26.23,91.94,212.0,13.400000000000002,7.4,16.28,24.42,19.0,34.2,7.4,1.97,0.505,1.0,9.78,1
27,26.23,91.94,212.0,13.400000000000002,3.0,6.6,9.9,11.8,21.24,3.0,0.8,0.505,1.0,11.34,1
27,26.23,91.94,212.0,13.400000000000002,3.3,7.26,10.89,10.5,18.9,3.3,0.88,0.5,1.0,8.01,1
27,26.23,91.94,212.0,13.400000000000002,7.6,16.72,25.08,12.9,23.22,7.6,2.03,0.495,1.0,0.0,1
27,26.23,91.94,212.0,13.400000000000002,1.3,2.86,4.29,3.1,5.58,1.3,0.35,0.49,1.0,1.29,1
27,26.23,91.94,212.0,13.400000000000002,4.9,10.78,16.17,8.6,15.48,4.9,1.31,0.496,1.0,0.0,1
27,26.23,91.94,212.0,13.400000000000002,6.6,14.52,21.78,23.8,42.84,6.6,1.76,0.499,1.0,21.06,1
27,26.23,91.94,212.0,13.400000000000002,2.6,5.72,8.58,7.9,14.22,2.6,0.69,0.505,1.0,5.64,1
27,26.23,91.94,212.0,13.400000000000002,1.8,3.96,5.94,5.6,10.08,1.8,0.48,0.497,1.0,4.14,1
27,26.23,91.94,212.0,13.400000000000002,1.4,3.08,4.62,6.7,12.06,1.4,0.37,0.489,1.0,7.44,1
27,26.23,91.94,212.0,13.400000000000002,3.1,6.82,10.23,13.9,25.02,3.1,0.83,0.506,1.0,14.79,1
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.694,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.67,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.32,0.666,0.03,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.65,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.3,0.66,0.99,0.3,0.54,0.3,0.08,0.309,0.643,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.8,1.76,2.64,1.2,2.16,0.8,0.21,0.308,0.641,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303,0.631,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.609,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.6,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.604,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.466,0.971,0.03,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449,0.935,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.913,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.894,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,0.879,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.87,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.861,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405,0.844,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,0.829,0.0,0
27,26.23,91.94,212.0,13.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388,0.807,0.0,0
28,26.14,91.4,202.0,10.8,4.6,10.12,15.18,29.0,52.2,4.6,1.23,0.505,1.0,37.02,1
28,26.14,91.4,202.0,10.8,6.7,14.74,22.11,40.5,72.9,6.7,1.79,0.509,1.0,50.79,1
28,26.14,91.4,202.0,10.8,6.4,14.08,21.12,45.5,81.9,6.4,1.71,0.507,1.0,60.78,1
28,26.14,91.4,202.0,10.8,12.6,27.72,41.58,82.3,148.14,12.6,3.36,0.51,1.0,106.56,1
28,26.14,91.4,202.0,10.8,7.2,15.84,23.76,44.8,80.64,7.2,1.92,0.505,1.0,56.88,1
28,26.14,91.4,202.0,10.8,11.1,24.42,36.63,19.4,34.92,11.1,2.96,0.507,1.0,0.0,1
28,26.14,91.4,202.0,10.8,6.4,14.08,21.12,32.2,57.96,6.4,1.71,0.505,1.0,36.84,1
28,26.14,91.4,202.0,10.8,3.6,7.92,11.88,9.3,16.74,3.6,0.96,0.505,1.0,4.86,1
28,26.14,91.4,202.0,10.8,6.6,14.52,21.78,23.7,42.66,6.6,1.76,0.503,1.0,20.88,1
28,26.14,91.4,202.0,10.8,0.9,1.98,2.97,2.9,5.22,0.9,0.24,0.493,1.0,2.25,1
28,26.14,91.4,202.0,10.8,10.8,23.76,35.64,15.3,27.54,10.8,2.88,0.493,1.0,0.0,1
28,26.14,91.4,202.0,10.8,7.6,16.72,25.08,38.1,68.58,7.6,2.03,0.506,1.0,43.5,1
28,26.14,91.4,202.0,10.8,3.3,7.26,10.89,19.4,34.92,3.3,0.88,0.501,1.0,24.03,1
28,26.14,91.4,202.0,10.8,14.4,31.68,47.52,30.9,55.62,14.4,3.84,0.504,1.0,8.1,1
28,26.14,91.4,202.0,10.8,3.3,7.26,10.89,10.6,19.08,3.3,0.88,0.497,1.0,8.19,1
28,26.14,91.4,202.0,10.8,2.4,5.28,7.92,7.5,13.5,2.4,0.64,0.493,1.0,5.58,1
28,26.14,91.4,202.0,10.8,3.4,7.48,11.22,9.8,17.64,3.4,0.91,0.498,1.0,6.42,1
28,26.14,91.4,202.0,10.8,7.7,16.94,25.41,22.9,41.22,7.7,2.05,0.501,1.0,15.81,1
28,26.14,91.4,202.0,10.8,11.3,24.86,37.29,41.4,74.52,11.3,3.01,0.505,1.0,37.23,1
28,26.14,91.4,202.0,10.8,34.0,74.8,112.2,103.3,185.94,34.0,9.07,0.507,1.0,73.74,1
28,26.14,91.4,202.0,10.8,8.4,18.48,27.72,62.1,111.78,8.4,2.24,0.512,1.0,84.06,1
28,26.14,91.4,202.0,10.8,9.5,20.9,31.35,66.4,119.52,9.5,2.53,0.509,1.0,88.17,1
28,26.14,91.4,202.0,10.8,6.3,13.86,20.79,16.2,29.16,6.3,1.68,0.505,1.0,8.37,1
28,26.14,91.4,202.0,10.8,2.9,6.38,9.57,13.2,23.76,2.9,0.77,0.504,1.0,14.19,1
28,26.14,91.4,202.0,10.8,4.2,9.24,13.86,23.1,41.58,4.2,1.12,0.504,1.0,27.72,1
28,26.14,91.4,202.0,10.8,4.9,10.78,16.17,10.8,19.44,4.9,1.31,0.498,1.0,3.27,1
28,26.14,91.4,202.0,10.8,4.4,9.68,14.52,12.4,22.32,4.4,1.17,0.499,1.0,7.8,1
28,26.14,91.4,202.0,10.8,4.2,9.24,13.86,12.5,22.5,4.2,1.12,0.497,1.0,8.64,1
28,26.14,91.4,202.0,10.8,7.0,15.4,23.1,33.3,59.94,7.0,1.87,0.505,1.0,36.84,1
28,26.14,91.4,202.0,10.8,4.4,9.68,14.52,36.1,64.98,4.4,1.17,0.509,1.0,50.46,1
28,26.14,91.4,202.0,10.8,6.9,15.18,22.77,58.8,105.84,6.9,1.84,0.514,1.0,83.07,1
28,26.14,91.4,202.0,10.8,5.9,12.98,19.47,37.2,66.96,5.9,1.57,0.506,1.0,47.49,1
28,26.14,91.4,202.0,10.8,7.5,16.5,24.75,29.3,52.74,7.5,2.0,0.512,1.0,27.99,1
28,26.14,91.4,202.0,10.8,6.0,13.2,19.8,16.4,29.52,6.0,1.6,0.497,1.0,9.72,1
28,26.14,91.4,202.0,10.8,4.9,10.78,16.17,6.6,11.88,4.9,1.31,0.497,1.0,0.0,1
28,26.14,91.4,202.0,10.8,2.0,4.4,6.6,2.5,4.5,2.0,0.53,0.484,1.0,0.0,1
28,26.14,91.4,202.0,10.8,6.5,14.3,21.45,9.4,16.92,6.5,1.73,0.484,1.0,0.0,1
28,26.14,91.4,202.0,10.8,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.451,0.94,0.03,1
28,26.14,91.4,202.0,10.8,3.7,8.14,12.21,8.7,15.66,3.7,0.99,0.463,0.966,3.45,1
28,26.14,91.4,202.0,10.8,0.3,0.66,0.99,1.4,2.52,0.3,0.08,0.468,0.974,1.53,1
28,26.14,91.4,202.0,10.8,0.9,1.98,2.97,2.6,4.68,0.9,0.24,0.482,1.0,1.71,1
28,26.14,91.4,202.0,10.8,1.2,2.64,3.96,5.9,10.62,1.2,0.32,0.488,1.0,6.66,1
28,26.14,91.4,202.0,10.8,4.2,9.24,13.86,27.7,49.86,4.2,1.12,0.506,1.0,36.0,1
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341,0.711,0.0,0
28,26.14,91.4,202.0,10.8,0.2,0.44,0.66,0.2,0.36,0.2,0.05,0.332,0.691,0.0,0
28,26.14,91.4,202.0,10.8,0.7,1.54,2.31,1.3,2.34,0.7,0.19,0.331,0.689,0.03,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.665,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.656,0.0,0
28,26.14,91.4,202.0,10.8,0.7,1.54,2.31,0.7,1.26,0.7,0.19,0.313,0.651,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.633,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299,0.624,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.619,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.621,0.0,0
28,26.14,91.4,202.0,10.8,0.3,0.66,0.99,0.6,1.08,0.3,0.08,0.473,0.986,0.09,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.941,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.91,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,0.88,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.859,0.0,0
28,26.14,91.4,202.0,10.8,2.5,5.5,8.25,2.5,4.5,2.5,0.67,0.419,0.873,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.823,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387,0.807,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.779,0.0,0
28,26.14,91.4,202.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.753,0.0,0
29,26.14,91.49,210.0,11.600000000000001,3.2,7.04,10.56,12.6,22.68,3.2,0.85,0.504,1.0,12.12,1
29,26.14,91.49,210.0,11.600000000000001,7.3,16.06,24.09,41.6,74.88,7.3,1.95,0.51,1.0,50.79,1
29,26.14,91.49,210.0,11.600000000000001,6.7,14.74,22.11,37.9,68.22,6.7,1.79,0.507,1.0,46.11,1
29,26.14,91.49,210.0,11.600000000000001,12.6,27.72,41.58,71.4,128.52,12.6,3.36,0.511,1.0,86.94,1
29,26.14,91.49,210.0,11.600000000000001,6.1,13.42,20.13,26.5,47.7,6.1,1.63,0.504,1.0,27.57,1
29,26.14,91.49,210.0,11.600000000000001,9.5,20.9,31.35,33.5,60.3,9.5,2.53,0.505,1.0,28.95,1
29,26.14,91.49,210.0,11.600000000000001,6.5,14.3,21.45,25.6,46.08,6.5,1.73,0.509,1.0,24.63,1
29,26.14,91.49,210.0,11.600000000000001,3.7,8.14,12.21,13.6,24.48,3.7,0.99,0.506,1.0,12.27,1
29,26.14,91.49,210.0,11.600000000000001,17.6,38.72,58.08,26.8,48.24,17.6,4.69,0.501,1.0,0.0,1
29,26.14,91.49,210.0,11.600000000000001,12.5,27.5,41.25,15.1,27.18,12.5,3.33,0.494,1.0,0.0,1
29,26.14,91.49,210.0,11.600000000000001,6.6,14.52,21.78,16.1,28.98,6.6,1.76,0.494,1.0,7.2,1
29,26.14,91.49,210.0,11.600000000000001,8.0,17.6,26.4,48.1,86.58,8.0,2.13,0.507,1.0,60.18,1
29,26.14,91.49,210.0,11.600000000000001,5.5,12.1,18.15,24.6,44.28,5.5,1.47,0.506,1.0,26.13,1
29,26.14,91.49,210.0,11.600000000000001,12.5,27.5,41.25,30.9,55.62,12.5,3.33,0.504,1.0,14.37,1
29,26.14,91.49,210.0,11.600000000000001,1.2,2.64,3.96,5.0,9.0,1.2,0.32,0.499,1.0,5.04,1
29,26.14,91.49,210.0,11.600000000000001,1.8,3.96,5.94,3.8,6.84,1.8,0.48,0.489,1.0,0.9,1
29,26.14,91.49,210.0,11.600000000000001,4.9,10.78,16.17,7.2,12.96,4.9,1.31,0.495,1.0,0.0,1
29,26.14,91.49,210.0,11.600000000000001,7.9,17.38,26.07,24.2,43.56,7.9,2.11,0.501,1.0,17.49,1
29,26.14,91.49,210.0,11.600000000000001,10.2,22.44,33.66,37.8,68.04,10.2,2.72,0.504,1.0,34.38,1
29,26.14,91.49,210.0,11.600000000000001,32.3,71.06,106.59,95.3,171.54,32.3,8.61,0.506,1.0,64.95,1
